post_uri;post_url;post_cid;text;createdAt_post;indexedAt_post;embed;likeCount;repostCount;replyCount;did;handle;displayName;followersCount;followsCount;postsCount;createdAt_profile;indexedAt_profile;viewer_muted;viewer_following;viewer_blockedBy;labels;collectedAt
at://did:plc:tsgl4eqo7stozcippmqt73dv/app.bsky.feed.post/3lrzoommp722o;https://bsky.app/profile/jjurasin.bsky.social/post/3lrzoommp722o;bafyreigialn6tfbnvwlz34hpdtb2fbkxeevtqnqgdudb3op4fz4bvc42me;nah...bluesky is dead;2025-06-20T09:05:17.091Z;2025-06-20T09:05:18.737Z;{};0;0;0;did:plc:tsgl4eqo7stozcippmqt73dv;jjurasin.bsky.social;;0;0;0;2024-11-25T17:19:17.247Z;;False;;False;[];2025-06-20T09:06:06.655741Z
at://did:plc:mlvddyp4ozyn63ixdrrhyhrx/app.bsky.feed.post/3lrzommlsqk2j;https://bsky.app/profile/petehs.bsky.social/post/3lrzommlsqk2j;bafyreibgg5wv3hzqqoxni3uefgvn7qa2k3sitq6id4opq63gy5ojrx5cxq;Time for a shower.. Laters Bluesky family x;2025-06-20T09:04:09.954Z;2025-06-20T09:04:11.338Z;{};0;0;0;did:plc:mlvddyp4ozyn63ixdrrhyhrx;petehs.bsky.social;Pete;0;0;0;2023-10-19T19:32:21.582Z;;False;;False;[];2025-06-20T09:06:06.655741Z
at://did:plc:3rcarpza4emy6n3fjgfqyjp2/app.bsky.feed.post/3lrzomdfvhu24;https://bsky.app/profile/isabel-sykes.bsky.social/post/3lrzomdfvhu24;bafyreihn2swxaqmlmdqzeyfb7l76mdurye6kmr32sheuqebrxdo6a3y4tm;Technecast are now on Bluesky! I was so pleased to be part of this latest episode welcoming Viveca back to talk about her PhD on the practice of indigo dyeing🌼  Give us a listen on Spotify for more podcast eps showcasing PGR work from across the arts and humanities!;2025-06-20T09:04:00.323Z;2025-06-20T09:04:00.536Z;"""record=Main(cid='bafyreiafg3jwyx73opjjcyk2jq4sc32uh5ctfqsjtyl6jacotfpns3ir5q', uri='at://did:plc:lm7yfptjyhbepuydzx5icgbs/app.bsky.feed.post/3lrzoh6zqbm24', py_type='com.atproto.repo.strongRef') py_type='app.bsky.embed.record'""";0;0;0;did:plc:3rcarpza4emy6n3fjgfqyjp2;isabel-sykes.bsky.social;Isabel Sykes;0;0;0;2024-11-15T08:31:58.440Z;;False;;False;[];2025-06-20T09:06:06.655741Z
at://did:plc:rgqjx56bai27dnzu75uyowq6/app.bsky.feed.post/3lrzokprpe222;https://bsky.app/profile/soapyellafan123.bsky.social/post/3lrzokprpe222;bafyreifbp4wyjvewzjgyhhixzhi6fvjggi5kbrgdulyrsuzsftenfjmunq;Hello Bluesky  Reminder  #FreeCongo #FreeKakuma #FreeSudan #FreePalestine #FreeIran #FreeOppressedPeople #StopTheWar;2025-06-20T09:03:06.184Z;2025-06-20T09:03:06.939Z;{};0;0;0;did:plc:rgqjx56bai27dnzu75uyowq6;soapyellafan123.bsky.social;Artie/아티 🏳️‍🌈💗💛💙🇰🇷🍉;0;0;0;2024-10-17T06:09:35.713Z;;False;;False;[];2025-06-20T09:06:06.655741Z
at://did:plc:euwz5tufxvuhqjp64iyqnflt/app.bsky.feed.post/3lrzokmuvms2w;https://bsky.app/profile/nimzuk.bsky.social/post/3lrzokmuvms2w;bafyreifcg6nywxbiyhhcnrwm277yoyxybyplwfhyeq26dt2ajzxc2ft54e;The bridge looks beautiful.  I had to do some blocking. I guess the bullies didn’t know what to do with themselves when we all left FB and Twitter (or X). They need to bully, so they are coming to Bluesky just for that purpose.;2025-06-20T09:03:03.144Z;2025-06-20T09:03:03.540Z;{};0;0;0;did:plc:euwz5tufxvuhqjp64iyqnflt;nimzuk.bsky.social;;0;0;0;2024-11-12T15:41:31.808Z;;False;;False;[];2025-06-20T09:06:06.655741Z
at://did:plc:2tirhnp6gwknaerep4oxo5dm/app.bsky.feed.post/3lrzojiiwkk23;https://bsky.app/profile/brisskitty.bsky.social/post/3lrzojiiwkk23;bafyreihbahhcqza6iyy2tdjvapqzfgawfs4yfedhzn4a4wgdisy3phpite;I truly appreciate that even with Ellie's rising bluesky fame she does not shy away from putting women with giant cocks on their timelines;2025-06-20T09:02:25.002Z;2025-06-20T09:02:26.636Z;{};2;0;2;did:plc:2tirhnp6gwknaerep4oxo5dm;brisskitty.bsky.social;Bridget! | #ENVtuber;0;0;0;2023-07-24T01:41:10.802Z;;False;;False;[];2025-06-20T09:06:06.655741Z
at://did:plc:n3j5ktjls2egisq3cqe66ikj/app.bsky.feed.post/3lrzoitnj5227;https://bsky.app/profile/wizardflowers.bsky.social/post/3lrzoitnj5227;bafyreiae2tkumd7mg5m4cnj4dwuanvi6gucwdxvep7jliwswh4ggcei3cu;A little gift for Dan, really nice creator I follow! His YT is @Dan_Does if you wanna go watch him make awesome weird little guys!  #dandoes #dandoescraft #dan_does Covering all possible tags in case he ever makes a BlueSky haha;2025-06-20T09:02:03.125Z;2025-06-20T09:02:05.943Z;"""images=[Image(alt='', image=BlobRef(mime_type='image/jpeg', size=822471, ref=IpldLink(link='bafkreicw5itad7bkxsg6ze2jemaf755jueb6ectacr6ei6appsky7om2yq'), py_type='blob'), aspect_ratio=AspectRatio(height=1532, width=1545, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image')] py_type='app.bsky.embed.images'""";0;0;0;did:plc:n3j5ktjls2egisq3cqe66ikj;wizardflowers.bsky.social;🌸Flowers🌸✨Commissions Open!✨;0;0;0;2023-09-24T10:47:45.871Z;;False;;False;[];2025-06-20T09:06:06.655741Z
at://did:plc:urdcge2rxmre2vmugj3nb7hv/app.bsky.feed.post/3lrzois4xgc2w;https://bsky.app/profile/annichu2.bsky.social/post/3lrzois4xgc2w;bafyreieantw6kskpcjucdzhb2ohhdolkfqf4axoq7xotw65qwpdie56jpa;Happy Midsummer Eve!  Sharing a beautiful drawing that I won from an art raffle, so big thanks to @julinhei.bsky.social !   Júlia's artstyle is majestic and the colors I just want to eat up aaaaah! Higly give her a follow and much support 💜  🎨: @julinhei.bsky.social   ❀ #anniart ❀ #art ❀ #drawing ❀;2025-06-20T09:02:01.483Z;2025-06-20T09:02:11.336Z;"""images=[Image(alt='Half illustration of my avatar (Anni) made by J\u00falia (Bluesky). Anni stares directly at eye-view and her right hand is V-hand pose in front of the face. Main colors are different shades of purple with the biggest focus on the loose and comfy hoodie jacket.', image=BlobRef(mime_type='image/jpeg', size=949678, ref=IpldLink(link='bafkreia62vbw3zmijrsdj6noygf2wzvx34klfy24dfpe6pz4i52hpk2b2q'), py_type='blob'), aspect_ratio=AspectRatio(height=2000, width=1537, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image')] py_type='app.bsky.embed.images'""";1;0;0;did:plc:urdcge2rxmre2vmugj3nb7hv;annichu2.bsky.social;Annichu2 🦊💐 VStreamer;0;0;0;2024-10-19T07:45:52.306Z;;False;;False;[];2025-06-20T09:06:06.655741Z
at://did:plc:g4go3sm3xzcgjyj625hdps6v/app.bsky.feed.post/3lrzoib5ayc2m;https://bsky.app/profile/dan-j85.bsky.social/post/3lrzoib5ayc2m;bafyreihkgu5vehgdoofaowyvzo5dumyckodev3en3cdymhv5vfpiqnw7cm;Coastal walks  #Salcombe #Devon #coastpath #bluesky #oceanview #rockface #phonephoto #photography #coastalwalks;2025-06-20T09:01:43.719Z;2025-06-20T09:01:49.135Z;"""images=[Image(alt='', image=BlobRef(mime_type='image/jpeg', size=888214, ref=IpldLink(link='bafkreifnucpllyqcuhy6rurse4uhpzpmkywkxtsge6ltpxjiwxokx7gudm'), py_type='blob'), aspect_ratio=AspectRatio(height=1999, width=1499, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image')] py_type='app.bsky.embed.images'""";0;0;0;did:plc:g4go3sm3xzcgjyj625hdps6v;dan-j85.bsky.social;Dan;0;0;0;2025-01-12T20:28:01.744Z;;False;;False;[];2025-06-20T09:06:06.655741Z
at://did:plc:7o4qpcy6xipivpeivurx7foc/app.bsky.feed.post/3lrzohna6hz2g;https://bsky.app/profile/hallucinati.bsky.social/post/3lrzohna6hz2g;bafyreigssczlpb7weyisomzp5vfwykmdcg2vg3lplfcvgdd3bwj2zi3roy;This hour on BlueSky: Immigration's impact on the UK welfare state. Reaction: Concerns about spreading ICE practices. Mood: 😟😬.;2025-06-20T09:01:22.792651+00:00;2025-06-20T09:01:23.139Z;{};0;0;0;did:plc:7o4qpcy6xipivpeivurx7foc;hallucinati.bsky.social;;0;0;0;2024-03-26T01:01:31.601Z;;False;;False;[];2025-06-20T09:06:06.655741Z
at://did:plc:t6xqfwencuwg4sjm5uhloc7r/app.bsky.feed.post/3lrzogq5sht2n;https://bsky.app/profile/skywatch.bsky.social/post/3lrzogq5sht2n;bafyreicjusayt6lqabi46cn24qw4dusdzokpdpcvj2y4qeexbhssbqsqk4;Merged PR into main at bluesky-social/atproto: Version packages (#3979);2025-06-20T09:00:52.080Z;2025-06-20T09:00:52.935Z;{};0;0;0;did:plc:t6xqfwencuwg4sjm5uhloc7r;skywatch.bsky.social;skywatch;0;0;0;2024-03-12T20:59:35.721Z;;False;;False;[];2025-06-20T09:06:06.655741Z
at://did:plc:6zlfueqd6elzrdkzbztbbb25/app.bsky.feed.post/3lrzogixjnc2n;https://bsky.app/profile/worldtravelerall7.bsky.social/post/3lrzogixjnc2n;bafyreig7gu4g3feqc4qx56aggnqdwwnbiqav3oszzpmfxeqasf7o6xdi2i;#𝐵𝑙𝑢𝑒𝑠𝑘𝑦 💙 #Resist  & both groups continue to be the bane of humanity  #Cancervatives;2025-06-20T09:00:44.817Z;2025-06-20T09:00:45.036Z;{};0;0;0;did:plc:6zlfueqd6elzrdkzbztbbb25;worldtravelerall7.bsky.social;⊶ 𝕎𝕋⑦;0;0;0;2024-11-21T05:03:36.971Z;;False;;False;[];2025-06-20T09:06:06.655741Z
at://did:plc:2q5lsahsyyrhoderwkdar5ai/app.bsky.feed.post/3lrzofxnp3k2o;https://bsky.app/profile/r34app.bsky.social/post/3lrzofxnp3k2o;bafyreiakg3x3bfkatek2vpvtyx3bkwv23nnfh45e237zpgbgikdu5a4fly;Gojou Wakana, Hachiouji Naoto and Kitagawa Marin #rule34 #hentai from #IjiranaideNagatorosan by Ukaya Masaru  Check out more Ijiranaide Nagatoro-san hentai 👉 https://r34.app/posts/rule34.xxx?tags=ijiranaide_nagatoro-san&utm_source=BlueSky&utm_medium=Post;2025-06-20T09:00:26.207Z;2025-06-20T09:00:26.839Z;"""images=[Image(alt='Gojou Wakana, Hachiouji Naoto and Kitagawa Marin #rule34 #hentai from #IjiranaideNagatorosan by Ukaya Masaru', image=BlobRef(mime_type='image/webp', size=116376, ref=IpldLink(link='bafkreigghr2unxfrla5zsqgyghvpo7q5fijvlsycu2f7tjjow3jvzhqcey'), py_type='blob'), aspect_ratio=AspectRatio(height=1771, width=1254, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image')] py_type='app.bsky.embed.images'""";0;0;0;did:plc:2q5lsahsyyrhoderwkdar5ai;r34app.bsky.social;Rule 34 App;0;0;0;2024-12-03T11:30:31.845Z;;False;;False;[];2025-06-20T09:06:06.655741Z
at://did:plc:x5jb6a32y7g5tujgblnnfchx/app.bsky.feed.post/3lrzofhmi532r;https://bsky.app/profile/cryptoalerts365.bsky.social/post/3lrzofhmi532r;bafyreif7g6s3ykkeaifxsx4lla4cyejoxtaoo52q62c2r7qzn4eebqntse;The cryptocurrency with the highest growth in the last hour is: 🚀 Klever Coin (KLV) 📈 Growth: 19.84% #Crypto #Trending #Bluesky;2025-06-20T09:00:09.782258+00:00;2025-06-20T09:00:10.037Z;"""images=[Image(alt='Image of the cryptocurrency with the highest growth in the last hour', image=BlobRef(mime_type='image/png', size=4658, ref=IpldLink(link='bafkreiba5cv2j2yvclgv72hy5nkid65xxoblc7q5iicxej6vnuxz2qrnru'), py_type='blob'), aspect_ratio=None, py_type='app.bsky.embed.images#image')] py_type='app.bsky.embed.images'""";0;0;0;did:plc:x5jb6a32y7g5tujgblnnfchx;cryptoalerts365.bsky.social;CryptoAlerts;0;0;0;2024-11-18T12:36:07.546Z;;False;;False;[];2025-06-20T09:06:06.655741Z
at://did:plc:cyyarngjtbk66wtowcphczal/app.bsky.feed.post/3lrzofg7kpk2j;https://bsky.app/profile/borderlesstv.bsky.social/post/3lrzofg7kpk2j;bafyreiddlbyeqgdkunkkg7d2c2ddlruqfcznzdpdxvjwrxl6q2xslommue;"＼ BØRDERLESS TV program ／  📢チャンネル登録＆👍＆コメントを是非お願いします！  【心霊】霊の波動が伝わり難いが微かに残る霊の息づかい･･･ここでは一体何が？ 神奈川県 心霊スポット 藤塚隧道を遠隔霊視 - YouTube  #心霊 #心霊スポット #心霊番組 #Ghost #Haunted #scary #theMEDIUM #Japan   👍チャンネル登録はコチラ( subscribe )  🤝メンバーシップ登録はコチラ( Like a donate )  via ""Youtube自動ランダム紹介ポストプログラム for BlueSky""";2025-06-20T09:00:08.284415+00:00;2025-06-20T09:00:09.040Z;"""external=External(description='\ud83d\udce2\u4eca\u56de\u306f\u3001\u795e\u5948\u5ddd\u770c\u306b\u3042\u308b\u5fc3\u970a\u30b9\u30dd\u30c3\u30c8\u3001\u85e4\u585a\u96a7\u9053\u3092\u9060\u9694\u970a\u8996\u3057\u307e\u3059\u3002\u3053\u306e\u4f01\u753b\u306f\u3001\u970a\u80fd\u529b\u8005\u304c\u9a5a\u7570\u306e\u970a\u80fd\u529b\u3092\u99c6\u4f7f\u3057\u3001\u5fc3\u970a\u6620\u50cf\u5fc3\u970a\u52d5\u753b\u3092\u901a\u3057\u3066\u5642\u306e\u5fc3\u970a\u30b9\u30dd\u30c3\u30c8\u3092\u9060\u9694\u970a\u8996\u3057\u3001\u5e7d\u970a\u304c\u3044\u308b\u304b\u3044\u306a\u3044\u304b\u3092\u30b8\u30e3\u30c3\u30b8\u3059\u308b\u5fc3\u970a\u756a\u7d44\u3067\u3059\u3002\u2705\u9060\u9694\u970a\u8996 \u52d5\u753b\u4e00\u89a7\u30ea\u30b9\u30c8https://www.youtube.com/playlist?list=...', title='\u3010\u5fc3\u970a\u3011\u970a\u306e\u6ce2\u52d5\u304c\u4f1d\u308f\u308a\u96e3\u3044\u304c\u5fae\u304b\u306b\u6b8b\u308b\u970a\u306e\u606f\u3065\u304b\u3044\uff65\uff65\uff65\u3053\u3053\u3067\u306f\u4e00\u4f53\u4f55\u304c\uff1f \u795e\u5948\u5ddd\u770c \u5fc3\u970a\u30b9\u30dd\u30c3\u30c8 \u85e4\u585a\u96a7\u9053\u3092\u9060\u9694\u970a\u8996 - YouTube', uri='https://youtu.be/WsQV0icqOCk', thumb=BlobRef(mime_type='image/jpeg', size=222980, ref=IpldLink(link='bafkreif6qgdmrp6flc7ypglsk6iu3mq3df7m44qozqe4squa2agpye4egu'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'""";0;0;0;did:plc:cyyarngjtbk66wtowcphczal;borderlesstv.bsky.social;BØRDERLESS TV;0;0;0;2024-01-08T01:54:09.719Z;;False;;False;[];2025-06-20T09:06:06.655741Z
at://did:plc:huzpwrv67u2rion5japijnyg/app.bsky.feed.post/3lrzoelrig22u;https://bsky.app/profile/patricksamphire.bsky.social/post/3lrzoelrig22u;bafyreie77egcyfbsh3ruiubqyfaewiw3dez465y4xubtpauvn4ek5dvhi4;What I love about bluesky is that whenever one of these accounts is highlighted and I go to check, they're always already blocked by one of the lists I subscribe to.;2025-06-20T08:59:40.656Z;2025-06-20T08:59:41.246Z;{};0;0;0;did:plc:huzpwrv67u2rion5japijnyg;patricksamphire.bsky.social;Patrick Samphire 🏴󠁧󠁢󠁷󠁬󠁳󠁿;0;0;0;2023-07-13T10:52:36.728Z;;False;;False;[];2025-06-20T09:06:06.655741Z
at://did:plc:v6esaqtodljlunmogywls2yr/app.bsky.feed.post/3lrzoe5zo7224;https://bsky.app/profile/zagrebista.bsky.social/post/3lrzoe5zo7224;bafyreihmgysa37atyxn5atr2xcta4kev3gmcbj3jouxa65izi5odvqwd2y;"And I wonder if they're basically sleepwalking into it because of ""haw haw haw, I see the lentil-munchers on Bluesky hate AI, well then I love it! Bring it on!"" the same stupid group mentality that's made the obvious good of Clean Energy into a battleground";2025-06-20T08:59:26.244Z;2025-06-20T08:59:27.335Z;{};0;0;0;did:plc:v6esaqtodljlunmogywls2yr;zagrebista.bsky.social;Matty;0;0;0;2023-10-26T12:44:51.015Z;;False;;False;[];2025-06-20T09:06:06.655741Z
at://did:plc:cqqub34ejltos4suakvw2lns/app.bsky.feed.post/3lrzoczcbvc2g;https://bsky.app/profile/alliethinks.bsky.social/post/3lrzoczcbvc2g;bafyreigrtiqy5zfzzsgjnrdl37bmrs5pwo7vw777pzphini5w72zujyjbu;When I first scrolled past these pics of the Duke of Windsor, I thought it was Nigel Farage, if anyone fancies starting a conspiracy theory.;2025-06-20T08:58:47.726Z;2025-06-20T08:58:50.537Z;"""images=[Image(alt=\""Post from DieWorkWear's latest BlueSky thread about tie knots, with four photos of the late Duke of Windsor.\"", image=BlobRef(mime_type='image/jpeg', size=227112, ref=IpldLink(link='bafkreihm6tz7jzcwwv5ihmqa3lm6cgsarpwsbzcclq7pqb4ao5nkwczfn4'), py_type='blob'), aspect_ratio=AspectRatio(height=445, width=598, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image')] py_type='app.bsky.embed.images'""";0;0;0;did:plc:cqqub34ejltos4suakvw2lns;alliethinks.bsky.social;Allie Nickell;0;0;0;2023-08-02T14:29:22.929Z;;False;;False;[];2025-06-20T09:06:06.655741Z
at://did:plc:vlblikmsgpx2i7fvxinrsvzu/app.bsky.feed.post/3lrzocvy2i22u;https://bsky.app/profile/moll.dev/post/3lrzocvy2i22u;bafyreih4ilncp4e5wxuwzzvtu5scmkop4rv5abhlt5g3os6o2pa4l3yvay;Not many people know this but you can get automatically verified by Bluesky if you post a picture of the front and back of your credit card;2025-06-20T08:58:44.249Z;2025-06-20T08:58:45.435Z;{};1;1;0;did:plc:vlblikmsgpx2i7fvxinrsvzu;moll.dev;ִִִִִִִִִִִִTִִִִִִִִִִoִִִִִִִִִִִm;0;0;0;2023-06-22T04:19:53.084Z;;False;;False;[];2025-06-20T09:06:06.655741Z
at://did:plc:afidxscbyg66ofclqgk4u7kx/app.bsky.feed.post/3lrzoc4bj6s2d;https://bsky.app/profile/smokeystafford.bsky.social/post/3lrzoc4bj6s2d;bafyreiddrbd6uv4px54jg4b3q52dth6xtelqpanm2g6macojcsp5jfjpfm;Another racist, bigoted, inbred Nazi is trying his luck on BlueSky: @chicagonewsbench.bsky.social   Thankfully, these pale turds are my chew toys.  And, yes, that analogy actually fits.😉;2025-06-20T08:58:17.296Z;2025-06-20T08:58:18.236Z;{};0;0;0;did:plc:afidxscbyg66ofclqgk4u7kx;smokeystafford.bsky.social;SmokeyStafford;0;0;0;2024-12-03T13:28:34.446Z;;False;;False;[];2025-06-20T09:06:06.662687Z
at://did:plc:zbsvp4lnbnjyumnund5qq2w5/app.bsky.feed.post/3lrzobnh3kc25;https://bsky.app/profile/rupertstubbs.bsky.social/post/3lrzobnh3kc25;bafyreic5mdgph44e2iu3btpeqbwx5lnx7h5vfxxu4pn7qo5tpvdbhek6am;Ah, Bluesky, always getting the wrong end of the stick.;2025-06-20T08:58:01.749Z;2025-06-20T08:58:05.839Z;{};0;0;0;did:plc:zbsvp4lnbnjyumnund5qq2w5;rupertstubbs.bsky.social;Rupert Stubbs;0;0;0;2023-10-10T16:46:30.747Z;;False;;False;[];2025-06-20T09:06:06.662687Z
at://did:plc:wvptqv463awpwth46su6tdx3/app.bsky.feed.post/3lrzob3cdku2q;https://bsky.app/profile/waynereilly.bsky.social/post/3lrzob3cdku2q;bafyreigzaafwy3zey6rofnimpgxtdg3tndgc5vzpswxr2hwqhgop56wnq4;Hello bluesky! ❤️;2025-06-20T08:57:42.719Z;2025-06-20T08:57:43.243Z;{};0;0;0;did:plc:wvptqv463awpwth46su6tdx3;waynereilly.bsky.social;;0;0;0;2025-06-20T08:39:23.132Z;;False;;False;[];2025-06-20T09:06:06.662687Z
at://did:plc:4hsajpy5czcpubf4cuve7rvj/app.bsky.feed.post/3lrzoawnhvc2a;https://bsky.app/profile/eviepnotized.bsky.social/post/3lrzoawnhvc2a;bafyreifg5dayfd24nalddijqbccdqtdthvap4yrvqvc4je2mxtaxeks2pm;There are so many pretty girls into hypnosis on Bluesky...;2025-06-20T08:57:37.839Z;2025-06-20T08:57:38.542Z;{};1;1;0;did:plc:4hsajpy5czcpubf4cuve7rvj;eviepnotized.bsky.social;Evie;0;0;0;2025-06-16T19:04:31.741Z;;False;;False;[];2025-06-20T09:06:06.662687Z
at://did:plc:3dd5mip4tipfpnitlw2zrjr5/app.bsky.feed.post/3lrzoaksspc2p;https://bsky.app/profile/pogendroblem.bsky.social/post/3lrzoaksspc2p;bafyreidrqorhmoefujqnoynyjpnpoaznfiwkued7o3s3zwdoo4cwslh77u;Wake up bluesky NEW SINGER JUST DROPPED 👀👀👀;2025-06-20T08:57:25.434Z;2025-06-20T08:57:27.437Z;"""video=BlobRef(mime_type='video/mp4', size=3294061, ref=IpldLink(link='bafkreihoi7ccakcvgztb7nularksgyahyp2a5lltdmzg7qta4nwe35z7la'), py_type='blob') alt=None aspect_ratio=AspectRatio(height=1920, width=1080, py_type='app.bsky.embed.defs#aspectRatio') captions=None py_type='app.bsky.embed.video'""";0;0;0;did:plc:3dd5mip4tipfpnitlw2zrjr5;pogendroblem.bsky.social;pogendroblem;0;0;0;2025-05-11T08:10:53.244Z;;False;;False;[];2025-06-20T09:06:06.662687Z
at://did:plc:3dd5mip4tipfpnitlw2zrjr5/app.bsky.feed.post/3lrzo7gnlhc2p;https://bsky.app/profile/pogendroblem.bsky.social/post/3lrzo7gnlhc2p;bafyreiga5hhqid3mipg6dam3dgcc37gtrtfj5rbn3flxvm6q3i6hu53ive;Wake up bluesky new single just dropped  youtu.be/LajEjmxmfns?...;2025-06-20T08:56:47.513Z;2025-06-20T08:56:51.539Z;"""external=External(description='YouTube video by pogendroblem band', title='pogendroblem - Es kann nicht immer so weitergehn (Official Video)', uri='https://youtu.be/LajEjmxmfns?feature=shared', thumb=BlobRef(mime_type='image/jpeg', size=205907, ref=IpldLink(link='bafkreibsu272qt6pofl4xxz7wan3jbdahs7vlzsenvp7ec6dzkaafzvcpe'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'""";0;0;0;did:plc:3dd5mip4tipfpnitlw2zrjr5;pogendroblem.bsky.social;pogendroblem;0;0;0;2025-05-11T08:10:53.244Z;;False;;False;[];2025-06-20T09:06:06.662687Z
at://did:plc:2w4c3mepabxrbxewf5iqmua2/app.bsky.feed.post/3lrzo7de6fs2c;https://bsky.app/profile/thomasgrantbruso.bsky.social/post/3lrzo7de6fs2c;bafyreidvpb22pjbbdt2lmkfjhvcjsoqd4ashrtcrn656twu6zjyg3iol3q;Stay hydrated. Keep your pets hydrated too! #heatwave #heat #hyrdation #temperatures #bluesky #booksky;2025-06-20T08:56:44.058Z;2025-06-20T08:56:44.539Z;{};1;0;0;did:plc:2w4c3mepabxrbxewf5iqmua2;thomasgrantbruso.bsky.social;@ThomasGrantBruso;0;0;0;2024-11-22T21:43:01.553Z;;False;;False;[];2025-06-20T09:06:06.662687Z
at://did:plc:w7iq6sb33yl7gbvh6xky4i65/app.bsky.feed.post/3lrzo5yr4ak2d;https://bsky.app/profile/jockneyreject.bsky.social/post/3lrzo5yr4ak2d;bafyreid4my7ge5mraiydsvi76jeminb4eww6kx3lf34mln2hfywqtcir74;The same folk who don’t ‘Like’, Comment or Repost (for the bollocks reasons they’ve just stated) and who turn up and make a post once every three weeks, then complain about how quiet Bluesky is.;2025-06-20T08:55:59.395Z;2025-06-20T08:55:59.436Z;{};0;0;0;did:plc:w7iq6sb33yl7gbvh6xky4i65;jockneyreject.bsky.social;Jockney Reject;0;0;0;2025-05-30T21:41:39.942Z;;False;;False;[];2025-06-20T09:06:06.662687Z
at://did:plc:amj4ofqfh4rheeic5qrtgo6c/app.bsky.feed.post/3lrzo5tfc722i;https://bsky.app/profile/joemuggs.bsky.social/post/3lrzo5tfc722i;bafyreifxpzbdi5ghrush5j7crfzmyjjv5qgsodqg6fmdlb6yt3mpkhah6y;I cannot WAIT for your op ed on why Bluesky is mean and censorious, you rotten fucking dipshit.;2025-06-20T08:55:53.762Z;2025-06-20T08:55:54.938Z;"""images=[Image(alt='The Goose Game silenced for my opinions meme', image=BlobRef(mime_type='image/jpeg', size=166822, ref=IpldLink(link='bafkreicmvejk5hdwrt4bdsxlk5smb4epeksfccfcaf6iswrlrjtvgcyezu'), py_type='blob'), aspect_ratio=AspectRatio(height=563, width=1000, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image')] py_type='app.bsky.embed.images'""";1;2;0;did:plc:amj4ofqfh4rheeic5qrtgo6c;joemuggs.bsky.social;The Ineffable Horror of Joe Muggs;0;0;0;2023-05-04T06:20:16.179Z;;False;;False;[];2025-06-20T09:06:06.662687Z
at://did:plc:lf4a2b6djtuv5l3lz7ffsyv4/app.bsky.feed.post/3lrzo5pjees27;https://bsky.app/profile/altmetric.com/post/3lrzo5pjees27;bafyreibecmnh7yz5ixy7jcnwr672dgpnjo34uaxnxtpvuawfzn2kwft6bm;"Starting to see Bluesky attention in ""top outputs"" (most discussed) and in the top engaging accounts too. This is cumulative attention for 14,000 articles that mention vaccines in full text (found via @dimensions.ai and then exported to Altmetric)";2025-06-20T08:55:49.701Z;2025-06-20T08:55:54.737Z;"""images=[Image(alt='Bluesky attention in most discussed items and in top accounts showing up for large searches. Altmetric Explorer screenshot for all mentions of \""vaccines\"" in 14,000 papers and then summarised for attention. ', image=BlobRef(mime_type='image/jpeg', size=684487, ref=IpldLink(link='bafkreifi5wcow7rr7hw4eyimbstkhivlkk5l3cnfiqbvp3qh5wukocfz74'), py_type='blob'), aspect_ratio=AspectRatio(height=984, width=2000, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image')] py_type='app.bsky.embed.images'""";5;2;1;did:plc:lf4a2b6djtuv5l3lz7ffsyv4;altmetric.com;Altmetric;0;0;0;2023-09-20T16:15:51.521Z;;False;;False;[];2025-06-20T09:06:06.662687Z
at://did:plc:sobyrizvmeqwqe5fl72uhzvn/app.bsky.feed.post/3lrzo5jf6zs2w;https://bsky.app/profile/steveincolorado.bsky.social/post/3lrzo5jf6zs2w;bafyreidretbmuihklmyzdyyq2niq4hy6jbgwfov25yutpm2xtfrwcdba3a;Yup and yup. My post says that BMS suspended the account and Talita is ruthless. See my reply to my post. What gets me, is that with almost all of her accounts being suspended ao quickly, she can't be making money on Bluesky. Also, the cat is out of the bag so to speak on her scam.;2025-06-20T08:55:43.276Z;2025-06-20T08:55:44.337Z;{};0;0;0;did:plc:sobyrizvmeqwqe5fl72uhzvn;steveincolorado.bsky.social;Steve in Colorado 🐏🏔️⛷️;0;0;0;2024-11-09T00:00:02.183Z;;False;;False;[];2025-06-20T09:06:06.662687Z
